2.525210194289680132e-02,1.054893732070922852e+00,7.599338889121999563e-02,-4.687120765447610332e-02,2.354632616043089988e-01,-2.448737621307369924e-02,-1.004404053092002036e-01,-1.969468891620635986e-01,6.178320646286010742e-01,0.000000000000000000e+00
-2.251791395246980146e-02,1.012061014771460932e-01,7.532731443643569946e-02,9.790093451738350605e-02,2.922848165035247803e-01,-9.477119892835599718e-03,-4.315099418163299005e-01,1.583226770162582120e-01,4.862392842769622803e-01,0.000000000000000000e+00
2.560034692287445068e-01,1.078305721282958984e+00,4.932625219225880014e-02,6.076542660593980266e-02,-1.317088901996611994e-01,-4.607554897665969845e-02,3.046501576900482178e-01,-3.206796348094940186e-01,2.223450690507887961e-01,0.000000000000000000e+00
3.747352063655853271e-01,8.806998133659362793e-01,5.496795848011969826e-02,-5.157397687435150146e-02,4.715345203876494806e-01,3.041370958089820165e-02,3.360834717750540296e-02,5.770052596926680127e-02,-2.818708866834640156e-02,0.000000000000000000e+00
4.789977073669433039e-01,-7.929583638906470555e-02,4.043506830930709839e-02,1.232387721538543007e-01,8.120989799499510331e-02,-3.323925286531440038e-02,1.967552304267879831e-02,2.858565375208850165e-02,7.376379519700999865e-02,0.000000000000000000e+00
3.806606233119964044e-01,1.225205421447753906e+00,5.473101139068600046e-02,1.291765421628952026e-01,-1.247422173619270047e-01,8.052053744903999799e-04,2.737577259540549882e-02,-3.018080294132232111e-01,-1.788078695535658957e-01,0.000000000000000000e+00
3.162885606288909912e-01,9.017521739006042480e-01,5.037712678313249759e-02,7.723655086010599961e-03,-2.762356996536254883e-01,4.173275455832479996e-02,-1.674311310052870871e-01,-1.257086545228958130e-01,3.070139139890670082e-02,0.000000000000000000e+00
2.128943353891372126e-01,5.723236501216880101e-02,4.719782620668409867e-02,3.781954525038599968e-03,3.468865752220153809e-01,-2.926944755017750130e-02,-1.984628289937973022e-01,1.197622343897818964e-01,5.140603184700012207e-01,0.000000000000000000e+00
3.907436132431030273e-01,2.073203027248380140e-02,3.993448987603179928e-02,5.934532359242430249e-02,3.246031701564788818e-01,-5.526817589998239688e-02,-1.625695079565047940e-01,2.081824243068695068e-01,1.690512001514433982e-01,0.000000000000000000e+00
5.518692135810852051e-01,4.971239715814589760e-02,4.469018056988709880e-02,4.423968959599700393e-03,3.341951221227640323e-02,1.575475744903079983e-02,-9.778903424739829320e-02,-1.435705721378326138e-01,-5.091053992509839837e-02,0.000000000000000000e+00
5.338028669357299805e-01,5.943208932876586914e-01,2.987354621291159890e-02,2.215995825827120000e-02,-4.015657603740692139e-01,-3.248623013496389905e-02,-3.787758350372313898e-01,1.071962565183638971e-01,6.115486025810241699e-01,0.000000000000000000e+00
7.083839923143379902e-02,1.100129127502441406e+00,6.661289185285559911e-02,8.671657741069789538e-02,-2.073245644569396973e-01,1.386250276118509983e-02,-1.365879178047179898e-01,-3.602059185504912775e-01,1.353314667940138938e-01,0.000000000000000000e+00
4.171759784221649170e-01,-2.360611595213410116e-02,5.108126997947690096e-02,-2.848456986248490072e-02,-1.630377471446990967e-01,-1.098233368247739962e-02,6.993857026100150365e-02,1.675122976303100031e-01,-1.868413537740707120e-01,0.000000000000000000e+00
3.952841460704802912e-01,4.524818658828734796e-01,4.338358715176580255e-02,-5.536650493741029910e-02,4.450365900993347168e-01,4.155770316719999830e-02,-1.506113409996031882e-01,4.829676449298850316e-02,3.141592070460309805e-02,0.000000000000000000e+00
1.024060472846031050e-01,7.160696387290950427e-02,5.759761855006210324e-02,1.357473619282240085e-02,-2.869196236133574884e-01,-5.912186577916139774e-02,-9.234052267856000373e-04,2.298715859651564997e-01,-1.289369612932204923e-01,0.000000000000000000e+00
2.469863444566726129e-01,1.218516007065770061e-02,4.269332438707350297e-02,1.566695608198639955e-02,-2.948193550109862726e-01,2.209597080945959954e-02,-1.925233453512190940e-01,1.691911667585372925e-01,-1.966827921569340096e-02,0.000000000000000000e+00
1.391671299934386929e-01,7.392155528068542480e-01,6.487067788839340210e-02,1.865550689399239973e-02,-3.465391993522644043e-01,-2.002699859440320099e-02,-2.807072103023529053e-01,5.695895478129379963e-02,6.828495860099789705e-02,0.000000000000000000e+00
1.754518300294876099e-01,1.019764542579650879e+00,5.397808924317359924e-02,-3.628390654921530289e-02,1.929001361131668091e-01,2.194768376648420158e-02,1.528149247169494074e-01,-3.952201306819915771e-01,-4.232682660222050058e-02,0.000000000000000000e+00
-9.639078751206300866e-03,2.609251299872899880e-03,1.544445604085921964e-01,-7.139932364225380634e-02,-2.292802557349200160e-02,-7.408968806266784668e-01,-3.006224036216735840e-01,-1.078206226229666970e-01,8.403607010841369629e-01,0.000000000000000000e+00
1.215276196599005959e-01,-1.442076116800307950e-01,5.242563784122460102e-02,6.448885798454280505e-02,-3.619535639882080075e-02,-1.314104534685600015e-03,1.158854439854621055e-01,4.081059694290161133e-01,2.476120591163634976e-01,0.000000000000000000e+00
