5.582386255264280145e-02,-1.627518534660339078e-01,7.853822708129882812e-01
-1.732333600521087091e-01,-2.508087456226339856e-02,7.248708009719848633e-01
-4.035722017288208008e-01,-6.902384757995599918e-02,1.357974648475646973e+00
-3.661954775452609667e-02,-2.388997375965118131e-01,1.335805773735046387e+00
-1.132963746786116999e-01,-4.606480896472930214e-02,1.404734253883361816e+00
-1.983494758605957031e-01,1.011072248220443032e-01,1.344862103462219238e+00
-1.018607467412948053e-01,6.587640941143030338e-02,1.147483706474304199e+00
-5.034810304641720163e-02,9.477403014898300171e-02,9.635381102561951794e-01
-7.783040404319760408e-02,3.048740327358245850e-01,1.522274374961853027e+00
-3.678511083126059789e-02,1.731926202774039872e-02,1.390193939208984375e+00
1.889273971319198053e-01,-1.620316505432119886e-02,1.089550256729125977e+00
2.475151419639580117e-02,-8.954030275344840306e-02,1.167394161224365234e+00
-6.969685852527610082e-02,6.159329414367670230e-02,1.458480119705200195e+00
2.690180391073219990e-02,-1.360644102096557062e-01,1.197959542274475098e+00
2.912267856299869881e-02,-7.172435522079400119e-03,1.527319192886352317e+00
3.466607630252829808e-02,4.879355430602999588e-03,1.139307022094726562e+00
9.488518536090849442e-02,1.437393575906752985e-01,1.171738386154174805e+00
-1.659252941608428955e-01,1.216307580471037986e-01,1.270860433578491211e+00
6.648725867271423340e-01,-4.005653411149970311e-02,2.736298799514770508e+00
-1.109584420919418057e-01,-1.509388089179992121e-01,1.081993579864501953e+00
